SeriesNumber,Filename,Name,Description,Gender,Attributes,UUID,Hash
322,Kamau-the-sleeper,kamau the sleeper,closed eyes meditating,male,Hair: Blad Eyes: closed Teeth:  noneSkin: brownskin Clothing: black ankara Accessories: none Expression: flat Strength: open to suggestion Weakness: always sleepy,20330f5c-40c2-4f6a-b9d8-d1d04fb97daf,5d3755fedb8e9f4bc7cbff10af0dc56e97978700f7434f0ae6fcfec63f31c46a
323,Mutiso-the-lastborn,mutiso the lastborn,masked up mutiso dozing off,male,Hair:bald Eyes: closed Teeth: none Skin: brownskin Clothing: yellow ankara Accessories: none  Expression: tired Strength: consistency weakness: pessismist,0706c338-42eb-4d26-84ea-c24b39628200,d8aa3f9e5f899c288db34ea1425adb16be8dd24a5f7a26ecb1f10c79cee29912
324,Omondi-the-vegeterian,omondi the vegeterian,omondi wears a green coat,male,Hair:bald Eyes: sharp eyed Teeth: none Skin: brownskin Clothing: green ankara Accessories: none Expression: alert Strength: leader Weakness: anxious,bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3,836448136fe2164c4bae2de3b43af7a0e80473e0708af43f154ed89ddd75374d
325,Barasa-the-optimist,barasa the optimist,looks up to the sky and makes a wish,male,Hair: bald Eyes: blue Teeth: none Skin: dark skin Clothing: brown ankara Accessories:none Expression: awake Strength: strong willed Weakness: immoral,2da4bef4-38cc-4414-99ad-7361fac04b2b,0676da78f216a4d6d6a8383bb1c300b40233da417fe8f2cd1b75687334aa69a0
326,Mwembu-the-elder,mwembu the elder,"old but not so old, with yellow his favorite color",male,Hair: bald Eyes: black Teeth: none Skin: dark skin Clothing: dark ankara Accessories: none  Expression: plain Strength: fulfilled Weakness: angry,36181230-6ac9-417f-af5c-23bdd2c25ecb,f32000f0ea8ee6de66123f83a0e5df7c0806506050167823d12c925782572f5b
327,Mbogi-the-fighter,mbogi the fighter,masked up mbogi after capture,male,Hair: baldEyes:  blackTeeth: noneSkin: darkskin Clothing: onesideankara Accessories: noneExpression: willfull Strength: fighter  Weakness: rebellious,3a7bc3c4-1463-42ce-84c9-07337da64435,fc5910a6c06528002037009d061e5079cf6561fbf0716c7237814193754cdfc4
328,Mrosho-the-runner,mrosho the runner,masked up mrosho,male,Hair: bald Eyes: sea blue Teeth: none Skin: darkskin Clothing: purple ankara Accessories: none Expression: alert  Strength: visionary  Weakness: destructive,b2ca2c76-3b6d-43f1-8cc9-089b6ab83876,ef89749e80d620ea84b9fafdb7431683a87fcf0b009ec9e79a92bb02dde568cc
329,Milele-the-african,milele the african,milele with a nice african print in orange,male,Hair: bald Eyes: blue Teeth: none Skin: dark skin Clothing: orange ankara Accessories: none Expression: timid Strength: leader Weakness: failure,644b0259-d75c-456d-934c-ce7c052bad3a,aef01a0df537f240396e5df93c9d7a4e97e75b105ff7cfafdf8eafef2775d8d0
330,Olebon-the-oloibon,olebon the oloibon,olebon in customized buba sokoto,male,Hair: bald Eyes: closed Teeth: none Skin: darkskin Clothing: animal print Accessories: none Expression: surprised Strength: empathy   Weakness: Easily bored,de261efe-731d-461e-b2e4-42edd2f48f72,a25f7a1aacf3f585bd4c72e67ac59e5956980b6981fc0f5f3b7009d10aa155aa
331,Chifu-the-maasai,chifu the maasai,clothing inspired by maasai shuka,male,Hair: bald Eyes: closed Teeth: none Skin: none Clothing: ankara shirt Accessories: none Expression: visionary Strength:  authentic Weakness: selfish,239933c4-7177-4b5b-86e8-e6f952301344,b11703d7ce2f30f4382f5018eb46b1422ce6357859a625d18a1ca05bac5c2738
332,Mwangaa-the-voice,mwangaa the voice,mwangaa the chief,male,Hair:  bald Eyes: blue Teeth: none Skin: darkskin Clothing: white lined ankara Accessories: none Expression: kindness Strength:  brave Weakness: impatient,49179b62-812d-4d0f-b518-4af7fa79f8bc,4137b4d2db83f218cd69f946d2c880804d55d14a51c002cdc5f3a86fa7fca6cc
333,Waforte-the-first,waforte the first,masked up man who does sleep a lot,male,Hair: bald Eyes: closedTeeth:none Skin: darkskin Clothing: jean ankara Accessories: none Expression: shy Strength:  Weakness: selfish,871912a8-d96e-4594-b7b3-450d94ee6924,7a46c0d3684db7ddb2b87657ad7caa9419e959896e174d96ac1239d46ba06437
334,Kariuki-the-prayerful-one,kariuki the prayerful one,kariuki closes his eyes,male,Hair: bald Eyes: closed eyes Teeth: Skin: Clothing: Accessories: Expression: bored Strength: intelligent  Weakness: passive,6a5b6fa6-0f91-4b01-957f-c766945eb704,0a4e7e6f6bd6ed602dc4ac9a3b0bdecda1efe27249813fa46534ced5928c7ac6
335,Kenyanese-the-priest,kenyanese the priest,masked up man with with white cloth,male,Hair: bald Eyes: white Teeth: none Skin: darkskin Clothing: white jean shirt Accessories: none Expression: calculative Strength: kind Weakness: takes things personally,0706c338-42eb-4d26-84ea-c24b39628200,18c5b405bf7060367a96ee645e8f83fa02c90ac23f6913cedb498c712797074a
336,Nyimbo-the-singer,nyimbo the singer,glasses and a pot for the night,female,Hair:dreadlocks Eyes: glassed up Teeth:none Skin: brownskin Clothing: off shoulder ankara Accessories: a pot Expression: free spirited Strength: fair Weakness: impatient,d05af807-b3e9-4ad3-8df1-b7864d2daa33,3e8932991e1af971b9244ba10dd355a30268cfdebcb22b26cff44fceff481447
337,maathai-the-nobel-winner,maathai the nobel winner,mathaai the warrior,female,Hair: pink afro Eyes: glassed up Teeth: none Skin: brownskin Clothing: colored ankara Accessories: noneExpression: strict Strength: leadership  Weakness:short sighted,0871cb8c-8d56-445d-92c7-01793f327707,1f25d7c3780aaceb0a5b9399be4922b25008efc023cce1afbf6ddd45d51f34b1
338,Tish-the-angry-one,tish the angry one,angry tish with specs on,female,Hair: black huge afro Eyes:  none Teeth: broken teeth Skin: brownskin Clothing: offshoulder ankara Accessories: none Expression: disgusted Strength: blunt Weakness:greedy,750a89dc-44ff-43bf-8211-b7776f1b5e52,0d3a2c2bd89ef6532a8c48833fab3065bc600dd62d782d61de0caf6e14e427ff
339,Wamenza-the-winner,wamenza the winner,wamenza the leader,female,Hair: laid back Eyes: none Teeth: none Skin: brownskin Clothing: offshoulder ankara Accessories: noneExpression: meditative Strength: strict Weakness: impulsive,7348c9ed-4ac9-4785-9434-0a1f0dcaf8d8,f879589e6c8a59ef8150fa1d2af1f91a1e638646714f0e0111ab0919d2301bc1
340,Isaya-the-track-king,isaya the track king,isaya the traveller,male,Hair: none Eyes: glassed up Teeth: none Skin: brown skin Clothing: bright ankara Accessories: none Expression: taken aback Strength: straight forward Weakness: selfish,41781a16-d2b8-4fc6-a1f4-b9fffc5c95ba,121d19de045bf110159cfaee30a937b98b26a4457f9fae42ce542135bf340135
341,mansur-the-partyrider,mansur the partyrider,Mansur is the life of a party and never caught dulling.,male,"Hair: none, Eyes: ash grey, Teeth: none,. Clothing: agbda, Accessories: studs, Expression:happy, Strength: intelligent, Weakness: red whine",c4d481f2244aa07d987238346bddbe4a7d407566968a62f9ef10ec827ef1b901
342,tola-the-businessman,tola the businessman,Tola loves business and owns several shops in idumota,female,"Hair: none, Eyes: midnightblack, Teeth: none,. Clothing: purple blowse, Accessories: mask, Expression:furious, Strength: powerful, Weakness: love",916176c9ed60ffd16759f440ae045058378354b4c8505eb270124df1aef3dac1
343,abdullahi-the-honorable,abdullahi the honorable,"Popularly called ""buje budanu"" a godfather who lavishes money on young thugs",male,"Hair: none, Eyes: blue-blackish, Teeth: none,. Clothing: yoruba attire, Accessories: none, Expression:anxious, Strength: foreseer, Weakness:indecision",dd708276-445f-4483-8357-fc08e999328f,30b09bf273bc59fca2551bd60351d0632d09834177880920426b56e402127af2
344,ojukwu-the-badguy,ojukwu the badguy,Ojukwu likes to oppress and cause trouble,male," Hair: bald, Eyes: eagle eyeball, Teeth: none,. Clothing: yellow lining blowse, Accessories: none, Expression: none, Strength: good eyes for fashion, Weakness: lack will power",a60eaaed1096e70a66dfa9cf0804645c615e2d42e35d92b1d80852b37953bc43
345,odunsi-the-egbonadugbo,odunsi the egbonadugbo,Odunsi loves to advise and people in the community rely on him,male," Hair: none, Eyes: dark brown, Teeth: none, Clothing: one shoulder gown, Accessories: none, Expression: none, Strength: elegant, Weakness: easily depressed",2912ab8b-5875-4277-a5c2-a0209aee90ae,9b0138663d0c36423cc71a5a6782ced3bded985fc4742c2b3b2bb89cc091bc26
346,ogogo-the-sugardaddy,ogogo the sugardaddy,A rich oil magnate who loves to 'solve' young women's problems with his millions,male," Hair: none, Eyes: cat eyes, Teeth: none, Clothing: purple danshiki, Accessories:nose mask, Expression: straight face, Strength: brave , Weakness: too selfless",aa575f30-04ad-45f9-a798-199465117793,cf2dac916b57f4a1e5d2a4321d0382f2148af9383f2e53e24e06ff090a8abea6
347,suli-the-amalaseller,suli the amalaseller,"Suli sells amala , she is very rude, and they say thats the secret to her sweet food",female," Hair: low punk, Eyes: cat eyes, Teeth: none, Clothing:brown babarigai, Accessories:none, Expression: furious, Strength: wealthy, Weakness: too emotional",46fd4821-04dd-4f65-9290-c130a00c4c93,f01f5a4a49075e84fb5564fa0191d6a8c2b595ccbde9b8e91320e48142637171
348,dolapo-the-afrocentric,dolapo the afrocentric,Dolapo loves african prints and loves to showcase culture,female,"Hair:bald, Eyes: brown, Teeth: none, Clothing: one sided blowse, Accessories: nose mask, Expression: none, Strength: beautiful, Weakness: forgetful",cbab232b-5c62-4df8-867b-018a2e496cd4,e2c1bf16f0bcce0b6c5c4fafcf9fd69ca5f9622d88e87d8cae84346a0b647433
349,danjuma-the-saddist,danjuma-the-saddist,Danjuma is a grumpy man no one likes to associate with him,male,"Hair: none, Eyes: sky blue, Teeth: none, Clothing:purple agbada, Accessories: neck beads, Expression: excited, Strength: outspoken, Weakness: boring",5a42af57-186e-425b-b6b1-f72bda4911ef,0a92d1fcb5ce12280ae4ba33011160022ea0881ad4b8030cb9bde73088f50fc0
350,chinedu-the-farmer,chinedu the farmer,An hardworking farmer who has 6 boys who help out on the farm,male,"Hair: none, Eyes: black, Teeth: brown, Clothing: one sided gown, Accessories: none, Expression: blushy, Strength: easily loved, Weakness: get angry easily",9e8a55d7-0d8d-465d-a628-08ddd387a2c6,1aa993993602aa0f0e05c2f8455f2657eb2af4c31a83a2a95da137b3ed5c36b9
351,kola-the-baldguy,kola the baldguy,kola girls fall for his bald head and always barb it,male,"Hair: low cut, Eyes: mouse eyes, Teeth: none, Clothing: gbariye style, Accessories: nose mask, Expression: unhappy, Strength: good eyes for details, Weakness: sluggish",c32f1757-da9c-49e8-bd79-510a42b6971a,377c4a8f17b4cb5b3d1e568f0b4f693d23ef63b9ebae377888b1448e1846b41e
352,bola-the-bosslady,bola the bosslady,Bola commands boys and chill with men,female,"Hair: low cut, Eyes: brown, Teeth: none, Clothing: short orange gown, Accessories: nose mask, Expression: none, Strength: industrious, weaknes:spend lavishly",09ff910d-a2be-49d5-8b27-b9378458701c,280d67d010785f176d4152f594a75f673061bcf99061cef53a6a99e1fc7784ce
353,kunle-the-alienguy,kunle the alienguy,People feared kunle because of his alien's colour,male,"Hair: green punk, Eyes: green, Teeth: none, Clothing: purple agbada, Accessories: purple beads, Expression: unbothered, Strength: very energetic, weaknes:eaaily give in",dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100,37578fe32028e9b259c11d3c83d8ae2e86b6f11e7580325f53d62f909f191d90
354,segun-the-sharp,segun the sharp,Segun drives with caution and people love him for that,male,"Hair: green punk, Eyes: black , Teeth: none, Clothing: orange buba, Accessories: nose mask, Expression: bitchy, Strength: team player, weaknes: none",f9159a9c-f48d-4aee-bcc1-63c86209f806,190cdcfba1b61b38891a7efa751952883907a705d6c476395ae4fb2c2e367594
355,ola-the-hardguy,ola the hardguy,Ola is feared by many and he leveraged on that,male,"Hair: none, Eyes: closed eyes, Teeth: none, Clothing: purple buba, Accessories: none, Expression: sick, Strength: quick recovery power, weaknes: get ill frequently",a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0,0114da68d62d4caba1aa3d241906e5f53730daa5d00eec0a9fc71ecac13c3976
356,emeka-the-chief,emeka the chief,Crowd are always at Emeka's house and people respect him,male,"Hair: none, Eyes: closed eyes, Teeth: none, Clothing: pakaja attire, Accessories: none, Expression: bossing, Strength: easily comman respect, weaknes: not a ladies man",195e89c8-0b6f-43ad-9a2c-d20f03439e96,6c035177813394b7111cd6b77d1d018cda1dd0277c12e94d5b925de9eade4a7f
357,ugochukwu-the-celeb,ugochukwu the celeb,Ugochukwu has many followers on social media,male,"Hair: white blode, Eyes: closed eyes, Teeth: closed teeth, Clothing: black gown, Accessories: gold shades, Expression: bitchy, Strength: enterprising, weaknes: too emotional",74775cda-cff4-4d21-8819-693127598eca,96604a95945dc446ec6138a32d5bba28518027b70252e21dbbf203c6a72b09b9
358,adekunle-the-yorubademon,adekunle the yoruba demon,A womans' man with no devotion to any of them,male,"Hair: gobi cap, Eyes: closed eyes, Teeth: closed teeth, Clothing: ghana dansiki, Accessories: gold shades, Expression: owanbe mood, Strength: from a walthy home, weaknes: disrespectful",5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7,1b95b8fd571fcd2d89aacc36764f57b9062d87d093b47830d53c351e0f953d08
359,favour-the-fashionista,favour the fashionista,Combining dresses is not a problem for Favour,female,"Hair: black ghana weaving, Eyes: cat eyes, Teeth: none, Clothing: senegalese blowse, Accessories: gold shades, Expression: party rider, Strength: smart, weaknes: lazy",19fc15c3-80fe-4d45-a2fe-be8f087d57c4,a47845b70456d5995601fd28e310f4812abf8acb4a3eee2fa578f483f2542ed4
360,jane-the-slayqueen,jane the slayqueen,Jane is always found in the midst of men and loves partying,female,"Hair: long grey braids, Eyes: closed, Teeth: black lips, Clothing: black short gown, Accessories: gold shades, Expression: happy, Strength:very intelligent, weaknes: have mood swings easily",74775cda-cff4-4d21-8819-693127598eca,b8d89a00ea59f9dc5739abe71c832496046f8d8412ecbcafd8dd14d040d01b0b
361,osas-the-ceo,osas the ceo,"Meet Osas, a Gen-Z CEO with the British accent.",Female,Hair: purple dreadlocks.  Eyes: None. Teeth: None. Clothing: danshiki.  Accessory: gold glasses. Expression: none. Strength: none. Weakness: none,b10f7e42-4778-49db-820b-dabbad75504a,66bcb0b43d4735a32d47d47cbe0536e73d1343acf6a890458034ed021e2d0bda
362,nneka-the-rainbow babe,nneka the rainbow babe,"Nneka, the happy rainbow babe with the vibes",Female,Hair: pink.  Eyes: None. Teeth: None. Clothing: blue and black bichrome. Accessory: gold glasses. Expression: none. trength: none. Weakness: none,e7e20ab8-03e0-4e0a-80aa-6e193f84426e,2f44169907a971d3f9630ea859018859b3dbecbb6c3ff8cdb2ea0e9050df51a5
363,temitope-the-spoilt girl,temitope the spoilt girl,"Temitope, our favourite Daddy's girl.",Female,Hair: none. Eyes: none. Teeth: vampire teeth. Clothing: right one-shoulder wax print. Accessory: gold glasses. Expression: none. Strength: none. Weakness: none,10cbcbcb-754e-4175-b85d-d0c7eafa16a2,ea471089cf696f7bfe011cc9402743f639bd6c6437c919c4796b929645630f26
364,bekeh-the-party animal,bekeh the party animal,"Baby Bekeh, Life of the party that goes home with your charger.",Female,Hair: dark brown.  Eyes: None. Teeth: None. Clothing: left one-shoulder wax print. Accessory: gold glasses. Expression: none. Strength: none. Weakness: none,f0558235-3043-46e5-b26c-5bde83cc67fb,5dc3939f913a0df345f44e2ffde673e1cbde4bc6d354c1358bb62455e57fdea3
365,nana-the-tech lady,nana the tech lady,"Nana, the tech madam that doubles as Kumasi Adele in her bathroom every morning.",Female,"Hair: black. Eyes: None. Teeth: None. Clothing: print kente.  Accessory: gold glasses, beret. Expression: none. Strength: none/ Weakness: none",e0858913-7050-4c4a-a2a0-442a88463334,3a5764f03f63c4445a0438465e926236baebd1d9d3506cc58006aced66e0b2c5
366,rofiat-the-marketer,rofiat the marketer,"Rofiat, the distressed marketing intern.",Female,"Hair: Purple dreadlocks. Eyes: Brown, Teeth: none. Clothing: danshiki, Accessories: none. expression: none, strength: none, weakness: none",1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,5da422ac3ee9a1c6da38a85254338f3c07981ae63c12dc23f1746639eed49f2f
367,zarifa-the-righteous,zarifa the righteous,"Meet Zarifa, a proper baddie for Christ.",Female,Hair: Pink. Eyes: Blue. Teeth: none. Clothing: v-neck original kente. Accessories: none.  Expression: none. Strength: none. Weakness: none,c6955d16-c343-46bc-9bed-c069ea8cc65a,a80b16164ff30b9c3fa21bc352ecd2e54649e8c2de8e3a859ef15702f2d4a444
368,modinat-the-troublesome,modinat the troublesome,"Modinat, The queen of Gbas Gbos.",Female,Hair: long maroon hair. Eye: none. Teeth: vampire teeth. Clothing: right one-shoulder wax print.  Accessory: brown glasses. Expression: none. Strength: none. Weakness: none,49eb44e8-1117-463b-b7b3-1bcea4258362,b901984048f7b64c1e736dbbb8b247db48df40cd49fb99bd8ca8115a07bcbbfe
369,amaka-our-mummy-g.o,amaka our mummy g.o,"Here's Amaka, our one and only mummy G.O who's been to hell and back.",Female,Hair: dark brown. Eyes: blue. Teeth: none. Clothing: blue v-neck wax print. Accessories: none. Expression: none. Strength: none. Weakness: none,853edc40-0f9d-40c5-ba78-46067dfd7f68,9d453192be16a5a640190e5b536c792f66f57f8702f1c912e551f48e12a8a689
370,mawusi-the-patient,mawusi the patient,"Meet Mawusi, the sweet sister waiting for her Canadian bobo.",Female,Hair: Black. Eyes: Blue. Teeth: none. Clothing: print kente.  Accessory: beret. Expression: none. Strength: none. Weakness: none,ca9ddc30-141a-493d-851b-71d34f599641,77b6a2c2dbec50e13ee7a709f6b4cf4fcfbd1222e27dc2d507275a2b5803b8f9
371,nesta-the-difficult,nesta the difficult,"Meet Nesta,the National Chairlady, Shege Administrators of Nigeria. (SAN)",Female,"Hair: double puffy hair, Eyes: brown. Teeth: none. Clothing: bow neck wax print. Accessory: hair bands. Expression: none. Strength: none. Weakness: none",fc3b7ca7-efdb-45b2-b7c9-e69107484a43,c7f6ec9d17fab66863ff5836053f0331bfb953e7230068e8bbfd8ab1ad62b2eb
372,adaora-the-choir mistress,adaora the choir mistress,"Adaora, our able choir mistress that will take your boyfriend for vanishing.",Female, Hair: black. Eyes: brown.Teeth: none. Clothing: none. Accessory: choker necklace. Expression: none. Strength: none. Weakness: none,df944505-da1a-424e-88aa-b9d365bd2775,,05e70159eff4fcf7ec1ccf804b626abd859b75f1b8e5919db49241e30d62721b
373,busayo-the-husband snatcher,busayo the husband snatcher,"Miss Busayo, Can transplant your husband with the blink of her eyes",Female,Hair: brown. Eyes: brown. Teeth: none. Clothing: none. Accessories: none. Expression: none. Strength: none. Weakness: none,73c8d935-4a71-41d2-a1de-066ae8d548e6,fa5f1ca2a293cf6107f4aae19fae29a7d0a188c16473d43dfee88b9d2410e996
374,wangari-the-waitress,wangari the waitress,"Wangari, the aspiring musician that doubles as a waitress.",Female,Hair: purple dreadlocks. Eyes: brown eyes. Teeth: none. Clothing: none. Accessory: Purple earrings. Expression: none. Strength: none. Weakness: none,4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,4ccbc4675ee75a79291d320871f253a84e286a3e5e1de84240e30e56ae43538f
375,charlene-the-shy lady,charlene the shy lady,"Meet Charlene, the shy sweetheart next door.",Female,Hair: brown afro. Eyes: brown. Teeth: none. Clothing: black dress. Accessories: none. Expression: none. Strength: none.Weakness: none,36539b84-ada0-43cb-92d4-30596e07a39a,df235b7c7303896845e51e8394095331b2da4768cfa2eb4802250e68a4f3230b
376,addae-the-unretired,addae the unretired,"Mummy Addae, the hot grandma that has refused to retire.",Female,Hair: brown. Eyes: brown. Teeth: none. Clothing: danshiki. Accessory: choker necklace. Expression: none. Strength: none. Weakness: none,ced7b53c-73de-4fc7-a652-2b17ebfe68c9,215dbc5f7b743f148e95dba27cfb355c598a0248d10ab911194f8b56d94917b8
377,abena-the-slay queen,abena the slay queen,"Abena, the gang's slay queen",Female,Hair: long brown braids. Eyes: squinting. Teeth: none. Clothing: v-neck original kente. Accessories: none. Expression: none. Strength: none. Weakness: none,1e4728e1-3e45-4972-9755-4a38e784ff91,0c64d32291b003d43ff578259fd0f0dc3e2b352e997cb6d1aca51b66919075cc
378,gasira-the-violence mama,gasira the violence mama,"Sister Gasira, wipes people Oraimo cord for a living.",Female,"Hair: brown bun. Eyes: none. Teeth: vampire teeth, Clothing: right one-shoulder wax print. Accessories: None. Expression: none. Strength: none. Weakness: none",ea72337f-658f-4198-9ad6-39bc6212c20d,94ffd2605c00577f7e81ffdc90278b09f3c5db1c7ece278fe6ceab3cc6d1ece7
379,salamatou-the-exchange student,salamatou the exchange student,"Salamatou, An Ivorian exchange student who's in love with Amala.",Female,"Hair: Black, Eyes: Squinted. Teeth: none. Cothing: none.  Accessory: beret. Expression: none. Strength: none. Weakness: none",0e216fd1-d96a-4e3c-a59b-c807f772c5b3,deae90609c793ddcefba11e4d071b8b615be3dd0c6728ab08e4f234ca08eb5ea
380,nguyen-the-foreigner,nguyen the foreigner,"Meet Nguyen, the Asian Aunt that's addicted to Waakaye.",Female,"Hair: dark brown. Eyes: Squinted, Teeth: none. Clothing: print kente. Accessories: none. Expression: none. Strength: none. Weakness: none",0381301b-b5a3-42c1-9f73-2c43c0b8493f,181f41b1f39b241aac7c18777950fefcc1555ff634efb64990fac36a77516c2c
381,Olofi,Olofi,Olofi is the Yoruba creator god and messenger.,Male,Hair:None. Eyes: Sky Blue. Teeth: None. Clothing: None. Accessories: FaceMask. Expression: None.  Strength: Creation God. Weakness: Love,26340cc4-e334-494e-a737-f2b4bb9bb22e,52827c9ae54fee606d4f58450f11846eb57bd8be30697aab362aecedb6a161dd
382,Amadioha,Amadioha,Amadioha is the Igbo high god of thunder.,Male,Hair: Bald. Eyes:Shut. Teeth: None. Clothing: None. Accessories: FaceMask. Expression: None. Strength: Thunder Bolt.  Weakness:  PalmOil,a0586a93-7aff-43cc-8282-d081b8d6fe90,2b529dc2621dcbb3689830031d0268b8279aa04e24de84b45159669f8cf085b0
383,Sango,Sango,Sango is the yoruba diety of thunder.,Male,Hair:Shiny Bald. Eyes:None. Teeth: None. Clothing: AsoOke. Accessories: None. Expression: Cunning. Strength: Thunder Clap. Weakness: Mice,15e1775c-74fe-4a0b-b79c-49f6b730fa89,451788bd4c46b6bb962c26081be0cfa7a4af5fb0eba227369feecf54972b42e7
384,Agwu,Agwu,Agwu is the Igbo deity of health and divination.,Male, Hair: Shiny Bald. Eyes: Aquamarine. Teeth: None. Clothing: None. Accessories: None. Expression: Childlike. Strength: Healing. Weakness: Fire,311a6713-66c9-43ce-82d8-e3ce03a87a81,,1884a859da18666cb3941cfb104918ea1f610e11f54b5cd62af9518a0b8505d0
385,Tano,Tano,Tano is the master of the Ghana river Tano.,Male,Hair: None. Eyes: Squinted. Teeth: None.  Clothing: Yellow Danshiki with patterns. Accessories: None. Expression: None. Strength: None. Weakness: None. ,9c34a73f-33ee-4577-aba8-0982c1656ba7,5c34b462c3892a5ec5282c2175abacd7e9ec326b1e70b873da9c13adbdc1d031
386,Anansi,Anansi,Anansi is a trickster god of stories of the Ghana people.,Male,Hair: None. Eyes: Sleepy. Teeth: None. Clothing: Black Danshiki with patterns. Accessories: FaceMask. Expression: None. Strength: Illusions. Weakness: Mirrors,784f0f6b-4273-4a31-88d7-2455b96c9011,9be81ba79bc10062ce47b6febc9c2a0c186a6a28787fb3881c01b9c992694957
387,Nyame,Nyame,Nyame is the omnipotent god of the Ghana region.,Male,"Hair:Bald. Eyes:Black, Teeth: None.  Expression: Serious. Clothing: Yellow Patterned Danshiki with black lining.  Accessories: Facemask. Expression: None. Strength: HeatBlast. Weakness: Cattles. ",f3af0bbd-0724-4696-89ff-ed67f63e6b4f,c743527114951ecdce8cf6b9fca3b38e69faaa71ee101e7ded6708bdfe94d479
388,Obatala,Obatala,Obatala is the lord of all gods in the Yoruba land.,Male,Hair: None. Eyes: Pitch Black. Teeth: None. Clothing: Yellowish Blue Native. Accessories: None. Expression: Mysterious. Strength: Oro Ase. Weakness: None. ,c447c120-830e-4543-9cb3-5917ba36bce8,50d8b7feba00691eb70ae4668c98964e9927f69d811868acf1f977b40606fcef
389,Erinle,Erinle,"Erinle is a powerful hunter of the Yoruba land.,",Male,Hair: Shiny Bald. Eyes: Midnight black. Teeth: None. Clothing: None. Accessories:None. Expression: Angry. Strength: Irongrip. Weakness: Food,dacbbb38-087d-4248-8085-13b619da0ef9,ba0250e6bd342213db4da0be3d585bfb869efe4812991e9ef04981bb88a60507
390,Ogun,Ogun,Ogun is the Yoruba God of iron and metal work.,Male,Hair: Shiny Bald. Eyes: None. Teeth: None. Clothing: Whitish Blue Ankara. Accessories: None. Expression: Amused. Strength: Ironclaw. Weakness: Wood.,94c607b3-791e-40df-bd93-50926f094143,c85ccd00bbcaf8f836488973c8a4a87cff9d1a4bc5406f0374985b836ad6f210
391,Abosom,Abosom,Abosom is the goddess of wisdom and knowledge of the Ghana people.,Female,Hair: Fuzzy Brown. Eyes: None. Teeth: None. Clothing: Patterned Danshiki.  Accessories: Glasses and Pipe. Expression: Baddie. Strength: All knowing. Weakness: Ignorance,b3427836-627b-41e4-a2d0-c29473448343,6a8833a61c281fb0c1debec8e1fc286005da5fb5f26dd9eb10ce6a17f870ac11
392,Oya,Oya,Oya is the goddess of violent storms and winds of the Yoruba people.,Female,Hair; Purple Braids. Eyes: None. Teeth: None. Clothing: Darkish Blue Buba. Accessories: Glasses. Expression: Bitchy. Strength: Seduction. Weakness: Dirt,22aaebe4-4659-44de-ab3d-c4dae11fe9f5,2f376e7ded6473039f679235b552d26e87d4252705b9cca054e346bf47be86d0
393,Agbala,Agbala,Agbala is the stylish goddess of the future for the Igbo region.,Female,"Hair: Black Knob. Eyes: None. Teeth: None. Clothing: Patterned Kente.  Accessories: Berret, Glasses and Gum. Expression: Unbothered. Stength: Foresight. Weakness: Wine",ca720bf9-5e47-4421-b38f-bc62162ae99e,898016f5b93a9f74d1f539053859d63e3c80d7b780a9becd9bb7107122e409d6
394,Njoku-ji,Njoku-ji,Njoku-ji is the goddess of new yam of the Igbo people.,Female,Hair: Light brown Cornrows. Eyes: None. Teeth: None. Clothing: Patterned Isiagu.  Accessories: Glasses. Expression: Blank. Strength: None. Weakness: None. ,3b795bad-91b4-4d0e-8ed8-bccbb226fc55,fd48b334a557b03247f3e6482d1573b1296b509d07bbe9a40a50cbea8489061e
395,Akonadi,Akonadi,Akonadi is the goddess of justice and prophesies of the Ghana people.,Female,Hair: Brown Wavy. Eyes: None. Teeth: Vampiric. Clothing: Yellow patterned Kento. Accessories: Glasses.  Strength: Scale Of Justice. Weakness: Anansi,2aebd094-3be5-4773-a7a0-361f6332a7d4,ae46d0163d7e7828c580da97681289f5cada0792cfb8a422c432e4d536cbb375
396,Onyame,Onyame,Onyame is the goddess of the moon of the ghana region,Female,Hair: Wavy Brown Curls. Eyes: Aquamarine. Teeth: None. Clothing: Drum Patterned Danshiki.  Accessories: Earrings. Expression: None. Strength: Moonbeam. Weakness: Erinle,fb148f97-d309-45a4-b902-4e066ca13f96,a2795e7b93d275a9445c1fe62f559555c6d1b1e03c083ca7e09c457a0640e5f3
397,Ibeji,Ibeji,Ibeji is the goddess of balance and twin of the Yoruba people.,Female,Hair: Purple Bun. Eyes: Midnight Black. Teeth: Vampiric. Clothing: Purpulish Black Buba. Accessories: Berret. Expression: Scary. Strength: Hammer of Justice. Weakness: Oya.,7b210c03-5446-462d-980e-c73dbbc1e386,dfc0146a29454d8cc7e39fda95fe9f9ac755b1db6952955c9bbbb536d3fb5674
